,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,ENDTIME,TRVLCMIN,TRPMILES,TRPTRANS,VEHID,WHYFROM,LOOP_TRIP,TRPHHVEH,WHODROVE,PUBTRANS,TRIPPURP,DWELTIME,TDWKND,VMT_MILE,WHYTRP1S,TDCASEID,WHYTO,TRAVDAY,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,HHSTATE,HHSTFIPS,TDAYDATE,URBAN,URBANSIZE,URBRUR,GASPRICE,CENSUS_D,CENSUS_R,CDIVMSAR,VEHTYPE,Energy_Consumption,SOC,SIC,Charging_cost,Battery Capacity
0,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9702166561576,0.0,15.348932341666668,486000000.0
1,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9618031303248643,0.0,15.348932341666668,486000000.0
2,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9409858512854012,0.0,15.348932341666668,486000000.0
3,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9389160701699998,0.0,15.348932341666668,486000000.0
4,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9381425156117184,0.0,15.348932341666668,486000000.0
5,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9187887181690036,0.0,15.348932341666668,486000000.0
6,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8890053743266038,0.0,15.348932341666668,486000000.0
7,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8805918484938681,0.0,15.348932341666668,486000000.0
8,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8597745694544048,0.0,15.348932341666668,486000000.0
9,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8577047883390033,0.0,15.348932341666668,486000000.0
10,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8569312337807221,0.0,15.348932341666668,486000000.0
11,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8375774363380073,0.0,15.348932341666668,486000000.0
12,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8077940924956074,0.0,15.348932341666668,486000000.0
13,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7993805666628717,0.0,15.348932341666668,486000000.0
14,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7785632876234084,0.0,15.348932341666668,486000000.0
15,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.776493506508007,0.0,15.348932341666668,486000000.0
16,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7757199519497257,0.0,15.348932341666668,486000000.0
17,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.756366154507011,0.0,15.348932341666668,486000000.0
18,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7265828106646111,0.0,15.348932341666668,486000000.0
19,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8047742231034803,0.0,15.348932341666668,486000000.0
20,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7839569440640171,0.0,15.348932341666668,486000000.0
21,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7818871629486156,0.0,15.348932341666668,486000000.0
22,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7811136083903342,0.0,15.348932341666668,486000000.0
23,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7617598109476196,0.0,15.348932341666668,486000000.0
24,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7319764671052197,0.0,15.348932341666668,486000000.0
25,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8101678795440889,0.0,15.348932341666668,486000000.0
26,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7893506005046257,0.0,15.348932341666668,486000000.0
27,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7872808193892243,0.0,15.348932341666668,486000000.0
28,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7865072648309429,0.0,15.348932341666668,486000000.0
29,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7671534673882281,0.0,15.348932341666668,486000000.0
30,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7373701235458282,0.0,15.348932341666668,486000000.0
31,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7289565977130925,0.0,15.348932341666668,486000000.0
32,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7081393186736293,0.0,15.348932341666668,486000000.0
33,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7060695375582279,0.0,15.348932341666668,486000000.0
34,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.7052959829999466,0.0,15.348932341666668,486000000.0
35,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.6859421855572317,0.0,15.348932341666668,486000000.0
36,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.6561588417148319,0.0,15.348932341666668,486000000.0
37,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.6477453158820962,0.0,15.348932341666668,486000000.0
38,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.626928036842633,0.0,15.348932341666668,486000000.0
39,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.6248582557272315,0.0,15.348932341666668,486000000.0
40,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.6240847011689502,0.0,15.348932341666668,486000000.0
41,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.6047309037262355,0.0,15.348932341666668,486000000.0
42,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.5749475598838355,0.0,15.348932341666668,486000000.0
43,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.5665340340510998,0.0,15.348932341666668,486000000.0
44,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.5457167550116365,0.0,15.348932341666668,486000000.0
45,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.5436469738962351,0.0,15.348932341666668,486000000.0
46,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.5428734193379539,0.0,15.348932341666668,486000000.0
47,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.523519621895239,0.0,15.348932341666668,486000000.0
48,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.4937362780528391,0.0,15.348932341666668,486000000.0
49,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.4853227522201034,0.0,15.348932341666668,486000000.0
50,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.4645054731806401,0.0,15.348932341666668,486000000.0
51,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.4624356920652387,0.0,15.348932341666668,486000000.0
52,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.4616621375069574,0.0,15.348932341666668,486000000.0
53,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.4423083400642427,0.0,15.348932341666668,486000000.0
54,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.4125249962218427,0.0,15.348932341666668,486000000.0
55,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.404111470389107,0.0,15.348932341666668,486000000.0
56,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.38329419134964376,0.0,15.348932341666668,486000000.0
57,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.3812244102342423,0.0,15.348932341666668,486000000.0
58,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.380450855675961,0.0,15.348932341666668,486000000.0
59,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.3610970582332463,0.0,15.348932341666668,486000000.0
60,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.33131371439084634,0.0,15.348932341666668,486000000.0
61,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.3229001885581106,0.0,15.348932341666668,486000000.0
62,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.30208290951864736,0.0,15.348932341666668,486000000.0
63,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.3000131284032459,0.0,15.348932341666668,486000000.0
64,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.29923957384496463,0.0,15.348932341666668,486000000.0
65,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.2798857764022499,0.0,15.348932341666668,486000000.0
66,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.25010243255984993,0.0,15.348932341666668,486000000.0
67,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.2416889067271142,0.0,15.348932341666668,486000000.0
68,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.22087162768765095,0.0,15.348932341666668,486000000.0
69,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.21880184657224952,0.0,15.348932341666668,486000000.0
70,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.21802829201396823,0.0,15.348932341666668,486000000.0
71,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9939337538305127,0.0,15.348932341666668,486000000.0
72,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9641504099881127,0.0,15.348932341666668,486000000.0
73,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.955736884155377,0.0,15.348932341666668,486000000.0
74,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9349196051159138,0.0,15.348932341666668,486000000.0
75,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9328498240005124,0.0,15.348932341666668,486000000.0
76,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9320762694422311,0.0,15.348932341666668,486000000.0
77,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.9127224719995163,0.0,15.348932341666668,486000000.0
78,30003215,1,3,1315,1327,12,9.972,3,1,1,2,1,1,2,HBSOCREC,114,1,9.972,50,300032150103,15,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8829391281571164,0.0,15.348932341666668,486000000.0
79,30003215,1,4,1521,1547,26,2.817,3,1,15,2,1,1,2,HBSOCREC,115,1,2.817,1,300032150104,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8745256023243807,0.0,15.348932341666668,486000000.0
80,30003215,1,5,1742,1805,23,6.97,3,1,1,2,1,1,2,HBSHOP,37,1,6.97,40,300032150105,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8537083232849174,0.0,15.348932341666668,486000000.0
81,30003215,1,6,1842,1850,8,0.693,3,1,11,2,1,1,2,NHB,27,1,0.693,40,300032150106,11,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.851638542169516,0.0,15.348932341666668,486000000.0
82,30003215,1,7,1917,1920,3,0.259,3,1,11,2,1,1,2,NHB,6,1,0.259,80,300032150107,13,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,0.8508649876112346,0.0,15.348932341666668,486000000.0
83,30003215,1,8,1926,1939,13,6.48,3,1,13,2,1,1,2,HBSHOP,31,1,6.48,1,300032150108,1,1,2,1,1,3,DE,10,201609,1,5,1,234.2,5,3,51,1,901.9441561159268,1.0000000056006186,0.0,15.348932341666668,486000000.0
84,30006042,2,1,830,915,45,16.553,3,1,1,2,1,2,2,HBW,45,2,16.553,10,300060420201,4,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.9165720288882143,0.0,47.77130082916668,288000000.0
85,30006042,2,2,1000,1015,15,10.549,3,1,4,2,1,2,2,NHB,60,2,10.549,40,300060420202,11,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.8634045264863399,0.0,47.77130082916668,288000000.0
86,30006042,2,3,1115,1130,15,5.901,3,1,11,2,1,2,2,NHB,10,2,5.901,40,300060420203,11,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.833663183072418,0.0,47.77130082916668,288000000.0
87,30006042,2,4,1140,1145,5,1.631,3,1,11,2,1,2,2,HBSHOP,120,2,1.631,1,300060420204,1,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.8254428592106817,0.0,47.77130082916668,288000000.0
88,30006042,2,5,1345,1420,35,25.209,3,1,1,2,1,2,2,HBW,520,2,25.209,10,300060420205,3,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.6983882030301098,0.0,47.77130082916668,288000000.0
89,30006042,2,6,2300,2330,30,24.785,3,1,3,2,1,2,2,HBW,-9,2,24.785,1,300060420206,1,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.8281412713588377,0.0,47.77130082916668,288000000.0
90,30006042,2,1,830,915,45,16.553,3,1,1,2,1,2,2,HBW,45,2,16.553,10,300060420201,4,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.7447133002470521,0.0,47.77130082916668,288000000.0
91,30006042,2,2,1000,1015,15,10.549,3,1,4,2,1,2,2,NHB,60,2,10.549,40,300060420202,11,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.6915457978451777,0.0,47.77130082916668,288000000.0
92,30006042,2,3,1115,1130,15,5.901,3,1,11,2,1,2,2,NHB,10,2,5.901,40,300060420203,11,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.6618044544312559,0.0,47.77130082916668,288000000.0
93,30006042,2,4,1140,1145,5,1.631,3,1,11,2,1,2,2,HBSHOP,120,2,1.631,1,300060420204,1,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.6535841305695195,0.0,47.77130082916668,288000000.0
94,30006042,2,5,1345,1420,35,25.209,3,1,1,2,1,2,2,HBW,520,2,25.209,10,300060420205,3,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.5265294743889476,0.0,47.77130082916668,288000000.0
95,30006042,2,6,2300,2330,30,24.785,3,1,3,2,1,2,2,HBW,-9,2,24.785,1,300060420206,1,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.4016118000093422,0.0,47.77130082916668,288000000.0
96,30006042,2,1,830,915,45,16.553,3,1,1,2,1,2,2,HBW,45,2,16.553,10,300060420201,4,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.3181838288975566,0.0,47.77130082916668,288000000.0
97,30006042,2,2,1000,1015,15,10.549,3,1,4,2,1,2,2,NHB,60,2,10.549,40,300060420202,11,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.2650163264956821,0.0,47.77130082916668,288000000.0
98,30006042,2,3,1115,1130,15,5.901,3,1,11,2,1,2,2,NHB,10,2,5.901,40,300060420203,11,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.2352749830817604,0.0,47.77130082916668,288000000.0
99,30006042,2,4,1140,1145,5,1.631,3,1,11,2,1,2,2,HBSHOP,120,2,1.631,1,300060420204,1,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.22705465922002402,0.0,47.77130082916668,288000000.0
100,30006042,2,5,1345,1420,35,25.209,3,1,1,2,1,2,2,HBW,520,2,25.209,10,300060420205,3,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.10000000303945225,0.0,47.77130082916668,288000000.0
101,30006042,2,6,2300,2330,30,24.785,3,1,3,2,1,2,2,HBW,-9,2,24.785,1,300060420206,1,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.6613323286598468,0.0,47.77130082916668,288000000.0
102,30006042,2,1,830,915,45,16.553,3,1,1,2,1,2,2,HBW,45,2,16.553,10,300060420201,4,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.5779043575480611,0.0,47.77130082916668,288000000.0
103,30006042,2,2,1000,1015,15,10.549,3,1,4,2,1,2,2,NHB,60,2,10.549,40,300060420202,11,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.5247368551461866,0.0,47.77130082916668,288000000.0
104,30006042,2,3,1115,1130,15,5.901,3,1,11,2,1,2,2,NHB,10,2,5.901,40,300060420203,11,2,2,2,3,9,DE,10,201609,1,5,1,236.8,5,3,51,1,901.9441561159268,0.4949955117322649,0.0,47.77130082916668,288000000.0
