,area_id,hhid,persid,Gender,Age,Tripsnumberofchildren,Numberofadults,Numberofchildren,HHincome,Houseownership,Numberofcars,Surveyday,PTUSE,Destination,Parentscarlicence,Motherseducation,Fatherseducation,MothersJob,FathersJob,SI,HOME_asgs_name,MothersTripmode,trips_mode_1.2,trips_mode_1.3,trips_mode_1.4,TotalTravelTime,Totalwaittime,TotalDistance,HOME_sa4_name
172,20802117728,Y23H5350317,Y23H5350317P04,Female,10,2,2,2,3500,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Keeping House,Full-time Work,3984.72509448874,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,20.0,0.0,1.92512,Melbourne - Inner South
173,20802117728,Y23H5350317,Y23H5350317P03,Male,12,2,2,2,3500,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Keeping House,Full-time Work,3984.72509448874,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,25.0,0.0,1.67236,Melbourne - Inner South
174,20604111722,Y23H5370414,Y23H5370414P02,Female,12,0,1,1,350,Being Rented,1,Weekend,No, ,2,No Study,.,Casual Work,.,15848.1751854152,Greater Melbourne, , , , ,,,,Melbourne - Inner
175,20901120103,Y23H5380202,Y23H5380202P04,Male,10,2,2,3,4874,Fully Owned,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Keeping House,550.272369360895,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,10.0,0.0,4.279,Melbourne - North East
176,20901120103,Y23H5380202,Y23H5380202P03,Female,13,2,2,3,4874,Fully Owned,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Keeping House,550.272369360895,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,10.0,0.0,4.279,Melbourne - North East
177,20901120103,Y23H5380216,Y23H5380216P05,Male,9,6,2,3,3500,Being Purchased,1,Weekday,No,Pick-up or Drop-off Someone,2,No Study,No Study,Full-time Work,Part-time Work,550.272369360895,Greater Melbourne, ,Vehicle Driver,Vehicle Driver,Walking,40.0,0.0,9.48696,Melbourne - North East
178,20901120103,Y23H5380216,Y23H5380216P04,Female,11,2,2,3,3500,Being Purchased,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Part-time Work,550.272369360895,Greater Melbourne, ,Vehicle Driver,Vehicle Driver,Walking,10.0,0.0,4.33482,Melbourne - North East
179,20901120103,Y23H5380216,Y23H5380216P03,Male,13,2,2,3,3500,Being Purchased,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Part-time Work,550.272369360895,Greater Melbourne, ,Vehicle Driver,Vehicle Driver,Walking,15.0,0.0,4.33482,Melbourne - North East
180,20701152102,Y23H5380224,Y23H5380224P05,Male,9,2,2,4,3575,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Full-time Work,Casual Work,2741.0746616564,Greater Melbourne,Walking,Walking,Walking,Walking,17.0,0.0,1.36132,Melbourne - Inner East
181,20701152102,Y23H5380224,Y23H5380224P04,Male,11,2,2,4,3575,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Full-time Work,Casual Work,2741.0746616564,Greater Melbourne,Walking,Walking,Walking,Walking,17.0,0.0,1.36132,Melbourne - Inner East
182,20701152102,Y23H5380224,Y23H5380224P03,Female,13,4,2,4,3575,Being Purchased,0,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Casual Work,2741.0746616564,Greater Melbourne,Walking,Walking,Walking,Walking,138.0,5.0,23.48302,Melbourne - Inner East
183,20701115017,Y23H5380301,Y23H5380301P05,Male,10,4,2,3,3725,Fully Owned,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Keeping House,1566.81011363412,Greater Melbourne, ,Walking,Walking,Vehicle Driver,27.0,0.0,5.10416,Melbourne - Inner East
184,20701115017,Y23H5380301,Y23H5380301P04,Male,15,4,2,3,3725,Fully Owned,1,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Keeping House,1566.81011363412,Greater Melbourne, ,Walking,Walking,Vehicle Driver,115.0,14.0,15.42872,Melbourne - Inner East
185,20701115017,Y23H5380301,Y23H5380301P03,Female,17,4,2,3,3725,Fully Owned,1,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Keeping House,1566.81011363412,Greater Melbourne, ,Walking,Walking,Vehicle Driver,44.0,17.0,4.58667,Melbourne - Inner East
186,20701115017,Y23H5380303,Y23H5380303P05,Male,12,6,2,3,7075,Being Purchased,1,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Full-time Work,1566.81011363412,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,155.0,9.0,65.65498,Melbourne - Inner East
187,20701115017,Y23H5380303,Y23H5380303P04,Male,15,6,2,3,7075,Being Purchased,1,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Full-time Work,1566.81011363412,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,96.0,15.0,25.28854,Melbourne - Inner East
188,20701114916,Y23H5380336,Y23H5380336P05,Male,12,2,2,3,725,Being Rented,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,4456.28310145356,Greater Melbourne,Vehicle Passenger,Vehicle Passenger,Vehicle Driver,Vehicle Driver,43.0,1.0,3.00142,Melbourne - Inner East
189,20701114916,Y23H5380336,Y23H5380336P04,Male,14,4,2,3,725,Being Rented,1,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Full-time Work,4456.28310145356,Greater Melbourne,Vehicle Passenger,Vehicle Passenger,Vehicle Driver,Vehicle Driver,31.0,9.0,7.34686,Melbourne - Inner East
190,20701114916,Y23H5380336,Y23H5380336P03,Male,17,2,2,3,725,Being Rented,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,4456.28310145356,Greater Melbourne,Vehicle Passenger,Vehicle Passenger,Vehicle Driver,Vehicle Driver,30.0,0.0,4.25138,Melbourne - Inner East
191,20701114916,Y23H5380339,Y23H5380339P05,Female,12,4,2,3,1374,Being Purchased,2,Weekday,No,Pick-up or Drop-off Someone,2,No Study,No Study,Full-time Work,Full-time Work,4456.28310145356,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,27.0,0.0,10.75927,Melbourne - Inner East
192,20701114916,Y23H5380339,Y23H5380339P04,Another term,14,2,2,3,1374,Being Purchased,2,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,4456.28310145356,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,60.0,0.0,3.73824,Melbourne - Inner East
193,20701114916,Y23H5380339,Y23H5380339P03,Male,17,2,2,3,1374,Being Purchased,2,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,4456.28310145356,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,20.0,0.0,3.64204,Melbourne - Inner East
194,20904153006,Y23H5380415,Y23H5380415P06,Female,10,3,2,4,2325,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Retired,Keeping House,1348.69781681666,Greater Melbourne, , ,Vehicle Driver,Vehicle Driver,26.0,0.0,5.03104,Melbourne - North East
195,20904153006,Y23H5380415,Y23H5380415P05,Male,16,3,2,4,2325,Being Purchased,0,Weekday,No,Pick-up or Drop-off Someone,2,No Study,No Study,Retired,Keeping House,1348.69781681666,Greater Melbourne, , ,Vehicle Driver,Vehicle Driver,15.0,0.0,5.03104,Melbourne - North East
196,20904153006,Y23H5380415,Y23H5380415P04,Female,17,3,2,4,2325,Being Purchased,0,Weekday,No,Pick-up or Drop-off Someone,2,No Study,No Study,Retired,Keeping House,1348.69781681666,Greater Melbourne, , ,Vehicle Driver,Vehicle Driver,15.0,0.0,5.03104,Melbourne - North East
197,20904122348,Y23H5380422,Y23H5380422P03,Female,14,2,2,1,575,Fully Owned,2,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,951.552642113677,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,50.0,0.0,17.1012,Melbourne - North East
198,20904122348,Y23H5380426,Y23H5380426P04,Female,17,4,2,2,900,Being Purchased,2,Weekday,No,Social,2,No Study,No Study,Full-time Work,Full-time Work,951.552642113677,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,50.0,0.0,15.0818,Melbourne - North East
199,21303134802,Y23H5380503,Y23H5380503P02,Male,13,6,2,1,1375,Being Rented,1,Weekday,Yes,Education,2,No Study,.,Full-time Work,.,3959.65502010308,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,70.0,18.0,5.16507,Melbourne - West
200,21303134802,Y23H5380507,Y23H5380507P03,Male,9,3,2,2,3250,Fully Owned,2,Weekend,No,Recreational,2,No Study,No Study,Full-time Work,Part-time Work,3959.65502010308,Greater Melbourne,Vehicle Passenger,Vehicle Passenger,Vehicle Passenger,Vehicle Driver,37.0,0.0,11.60027,Melbourne - West
201,21203130449,Y23H5390106,Y23H5390106P03,Female,10,4,2,4,2575,Being Purchased,1,Weekend,No,Buy Something,2,No Study,No Study,Full-time Work,Unemployed,406.716039078367,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Passenger,Vehicle Passenger,45.0,0.0,26.7488,Melbourne - South East
202,21203130449,Y23H5390110,Y23H5390110P03,Male,13,3,2,3,3325,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Full-time Work,Unemployed,406.716039078367,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,145.0,0.0,89.38099,Melbourne - South East
203,21203130449,Y23H5390116,Y23H5390116P04,Female,14,4,2,3,3075,Being Rented,1,Weekday,No,Pick-up or Drop-off Someone,2,No Study,No Study,Full-time Work,Part-time Work,406.716039078367,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,46.0,0.0,42.79322,Melbourne - South East
204,21203130449,Y23H5390116,Y23H5390116P03,Male,16,5,2,3,3075,Being Rented,1,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Part-time Work,406.716039078367,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,135.0,19.0,70.19891,Melbourne - South East
205,21203130449,Y23H5390118,Y23H5390118P06,Male,10,4,2,5,4600,Being Rented,3,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,406.716039078367,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,31.0,0.0,7.59534,Melbourne - South East
206,21203130449,Y23H5390118,Y23H5390118P05,Female,17,2,2,5,4600,Being Rented,3,Weekday,No,Work Related,2,No Study,No Study,Full-time Work,Full-time Work,406.716039078367,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,31.0,0.0,12.4006,Melbourne - South East
207,21203130449,Y23H5390119,Y23H5390119P05,Male,14,3,2,3,1075,Being Purchased,0,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Full-time Work,406.716039078367,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,120.0,22.0,60.64811,Melbourne - South East
208,21203130449,Y23H5390119,Y23H5390119P04,Female,16,3,2,3,1075,Being Purchased,0,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Full-time Work,406.716039078367,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,120.0,22.0,60.64811,Melbourne - South East
209,21203130423,Y23H5390124,Y23H5390124P04,Male,15,2,2,2,2575,Being Purchased,2,Weekday,No,Education,2,No Study,Full-time TAFE/Uni,Full-time Work,Full-time TAFE/Uni,683.832735347822,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,18.0,0.0,2.44642,Melbourne - South East
210,20702142428,Y23H5390224,Y23H5390224P03,Female,10,7,2,2,3500,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Full-time Work,Keeping House,2626.63652994468,Greater Melbourne,Walking,Walking,Walking,Walking,86.0,6.0,37.6808,Melbourne - Inner East
211,20702142428,Y23H5390236,Y23H5390236P05,Male,12,5,2,3,2650,Fully Owned,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Part-time Work,2626.63652994468,Greater Melbourne, ,Vehicle Driver,Vehicle Driver,Vehicle Driver,50.0,0.0,23.74646,Melbourne - Inner East
212,20604112119,Y23H5390434,Y23H5390434P02,Male,13,2,1,1,3250,Fully Owned,1,Weekend,No,Personal Business,2,No Study,.,Full-time Work,.,4493.29203192426,Greater Melbourne,Vehicle Driver,Vehicle Driver,Walking,Walking,26.0,0.0,1.66978,Melbourne - Inner
213,21301157005,Y23H5390501,Y23H5390501P03,Female,12,2,2,2,4124,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Full-time Work,Keeping House,1349.15452766392,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,15.0,0.0,1.41806,Melbourne - West
214,21301157005,Y23H5390504,Y23H5390504P04,Female,16,2,2,2,4625,Fully Owned,3,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,1349.15452766392,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,57.0,0.0,20.07856,Melbourne - West
215,21301157005,Y23H5390511,Y23H5390511P07,Male,10,2,2,5,3150,Being Rented,3,Weekday,No,Education,2,No Study,No Study,Unemployed,Full-time Work,1349.15452766392,Greater Melbourne,Walking,Walking,Walking,Walking,15.0,0.0,1.43404,Melbourne - West
216,21301157005,Y23H5390511,Y23H5390511P06,Female,16,5,2,5,3150,Being Rented,3,Weekday,Yes,Education,2,No Study,No Study,Unemployed,Full-time Work,1349.15452766392,Greater Melbourne,Walking,Walking,Walking,Walking,137.0,10.0,14.68736,Melbourne - West
217,21301157005,Y23H5390511,Y23H5390511P05,Male,17,4,2,5,3150,Being Rented,3,Weekday,Yes,Recreational,2,No Study,No Study,Unemployed,Full-time Work,1349.15452766392,Greater Melbourne,Walking,Walking,Walking,Walking,116.0,18.0,12.96865,Melbourne - West
218,21301157005,Y23H5390520,Y23H5390520P04,Female,12,6,2,2,1950,Being Purchased,2,Weekend,No,Education,2,No Study,.,Full-time Work,.,1349.15452766392,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,143.0,0.0,58.36029,Melbourne - West
219,21301157005,Y23H5390520,Y23H5390520P03,Male,14,7,2,2,1950,Being Purchased,2,Weekend,Yes,Pick-up or Drop-off Someone,2,No Study,.,Full-time Work,.,1349.15452766392,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,123.0,14.0,64.35293,Melbourne - West
220,21301133842,Y23H5390535,Y23H5390535P04,Female,15,2,2,2,1925,Fully Owned,3,Weekend,No,Education,2,No Study,Something Else,Full-time Work,Other Education,680.770948658017,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,60.0,0.0,25.73942,Melbourne - West
221,20703116224,Y23H5400209,Y23H5400209P05,Male,16,4,2,3,3550,Being Purchased,2,Weekday,Yes,Recreational,2,No Study,No Study,Full-time Work,Part-time Work,1646.00522149815,Greater Melbourne,Walking,Walking,Vehicle Driver,Vehicle Driver,95.0,5.0,45.64766,Melbourne - Inner East
222,20703116224,Y23H5400213,Y23H5400213P03,Female,10,0,2,1,1625,Fully Owned,1,Weekend,No, ,2,No Study,.,Full-time Work,.,1646.00522149815,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Passenger,,,,Melbourne - Inner East
223,20703116224,Y23H5400213,Y23H5400213P02,Female,12,0,2,1,1625,Fully Owned,1,Weekend,No, ,2,No Study,.,Full-time Work,.,1646.00522149815,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Passenger,,,,Melbourne - Inner East
224,20703116146,Y23H5400226,Y23H5400226P03,Male,12,8,2,1,450,Something Else,1,Weekday,No,Education,2,No Study,.,Other,.,7719.7832678834,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,192.0,0.0,155.22447,Melbourne - Inner East
225,20703116146,Y23H5400226,Y23H5400226P02,Female,16,9,2,1,450,Something Else,1,Weekday,No,Education,2,No Study,.,Other,.,7719.7832678834,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,118.0,0.0,74.22573,Melbourne - Inner East
226,20904153223,Y23H5400401,Y23H5400401P03,Male,14,2,2,1,350,Being Rented,0,Weekday,No,Education,2,No Study,.,Full-time Work,.,2378.32993931773,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,20.0,0.0,2.69822,Melbourne - North East
227,20904153223,Y23H5400401,Y23H5400401P02,Female,16,2,2,1,350,Being Rented,0,Weekday,No,Education,2,No Study,.,Full-time Work,.,2378.32993931773,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,20.0,0.0,2.69822,Melbourne - North East
228,20904153212,Y23H5400436,Y23H5400436P03,Female,11,2,2,2,4624,Fully Owned,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,719.533951681627,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,40.0,0.0,15.82626,Melbourne - North East
229,21401137429,Y23H5410121,Y23H5410121P05,Female,13,0,2,3,3124,Fully Owned,1,Weekend,No, ,2,No Study,No Study,Retired,Full-time Work,74.8812027177585,Greater Melbourne, , , , ,,,,Mornington Peninsula
230,21401137429,Y23H5410121,Y23H5410121P04,Male,17,0,2,3,3124,Fully Owned,1,Weekend,No, ,2,No Study,No Study,Retired,Full-time Work,74.8812027177585,Greater Melbourne, , , , ,,,,Mornington Peninsula
231,21401137431,Y23H5410128,Y23H5410128P03,Male,16,0,2,1,2024,Being Purchased,3,Weekend,No, ,2,No Study,No Study,Full-time Work,Full-time Work,1188.9119520823,Greater Melbourne, , , , ,,,,Mornington Peninsula
232,21401137431,Y23H5410134,Y23H5410134P03,Male,9,1,2,2,2998,Being Purchased,1,Weekend,No,Personal Business,2,No Study,No Study,Full-time Work,Full-time Work,1188.9119520823,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,4.0,0.0,1.16626,Mornington Peninsula
233,21401137431,Y23H5410136,Y23H5410136P03,Female,9,3,2,2,924,Being Purchased,2,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,1188.9119520823,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,80.0,0.0,31.32566,Mornington Peninsula
234,20703116322,Y23H5410210,Y23H5410210P03,Female,16,4,2,1,3875,Fully Owned,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Part-time Work,2143.41063118839,Greater Melbourne,Vehicle Driver,Vehicle Driver, ,Vehicle Driver,60.0,0.0,10.42298,Melbourne - Inner East
235,20604150626,Y23H5410405,Y23H5410405P03,Male,10,5,2,2,4125,Being Purchased,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,4484.43906791597,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,32.0,0.0,14.34075,Melbourne - Inner
236,20604150615,Y23H5410426,Y23H5410426P05,Male,10,2,2,4,4849,Being Rented,1,Weekday,No,Education,2,No Study,.,Full-time Work,.,7711.06355171677,Greater Melbourne, ,Vehicle Driver,Vehicle Driver,Vehicle Driver,30.0,0.0,6.1797,Melbourne - Inner
237,20604150615,Y23H5410434,Y23H5410434P06,Male,9,2,5,4,1375,Being Rented,0,Weekend,No,Social,2,.,No Study,.,Retired,7711.06355171677,Greater Melbourne, ,Vehicle Passenger,Vehicle Passenger,Walking,14.0,0.0,0.23,Melbourne - Inner
238,21001122612,Y23H5410516,Y23H5410516P03,Male,10,2,2,2,2850,Being Purchased,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Part-time Work,194.21707259508,Greater Melbourne,Bicycle,Walking,Vehicle Driver,Vehicle Driver,30.0,0.0,1.14052,Melbourne - North West
239,21001123009,Y23H5410539,Y23H5410539P06,Female,16,3,2,4,6073,Being Purchased,0,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Full-time Work,2971.18777487727,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,24.0,0.0,5.98959,Melbourne - North West
240,21101125805,Y23H5420202,Y23H5420202P04,Male,9,3,2,2,2448,Being Purchased,1,Weekday,No,Accompany Someone,2,No Study,No Study,Full-time Work,Part-time Work,1026.0633052033,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,50.0,0.0,22.07036,Melbourne - Outer East
241,21101125805,Y23H5420202,Y23H5420202P03,Male,12,2,2,2,2448,Being Purchased,1,Weekday,No,Education,2,No Study,No Study,Full-time Work,Part-time Work,1026.0633052033,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,20.0,0.0,9.79064,Melbourne - Outer East
242,21101125805,Y23H5420202,Y23H5420202P03,Male,12,1,2,2,2448,Being Purchased,1,Weekday,No,At Home,2,No Study,No Study,Full-time Work,Part-time Work,1026.0633052033,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,20.0,0.0,9.79064,Melbourne - Outer East
243,21101125805,Y23H5420205,Y23H5420205P04,Male,9,6,2,2,4625,Being Purchased,2,Weekday,No,Education,2,No Study,No Study,Part-time Work,Full-time Work,1026.0633052033,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,73.0,0.0,31.15008,Melbourne - Outer East
244,21101125805,Y23H5420205,Y23H5420205P03,Male,11,5,2,2,4625,Being Purchased,2,Weekday,No,Education,2,No Study,No Study,Part-time Work,Full-time Work,1026.0633052033,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,64.0,0.0,31.00989,Melbourne - Outer East
245,20802118108,Y23H5420310,Y23H5420310P03,Female,11,4,2,1,575,Being Rented,1,Weekday,No,Education,2,No Study,No Study,Casual Work,Casual Work,5331.73172093086,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,10.0,0.0,3.56164,Melbourne - Inner South
246,20802118009,Y23H5420325,Y23H5420325P03,Female,12,5,2,2,5125,Fully Owned,1,Weekday,No,Education,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,37.0,0.0,7.00185,Melbourne - Inner South
247,20802118009,Y23H5420325,Y23H5420325P03,Female,12,1,2,2,5125,Fully Owned,1,Weekday,No,Personal Business,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,37.0,0.0,7.00185,Melbourne - Inner South
248,20802118009,Y23H5420325,Y23H5420325P03,Female,12,1,2,2,5125,Fully Owned,1,Weekday,No,At Home,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,37.0,0.0,7.00185,Melbourne - Inner South
249,20802118009,Y23H5420325,Y23H5420325P03,Female,12,1,2,2,5125,Fully Owned,1,Weekday,No,Social,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,37.0,0.0,7.00185,Melbourne - Inner South
250,20802118009,Y23H5420325,Y23H5420325P03,Female,12,1,2,2,5125,Fully Owned,1,Weekday,No,At Home,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,37.0,0.0,7.00185,Melbourne - Inner South
251,20802118009,Y23H5420325,Y23H5420325P04,Male,12,5,2,2,5125,Fully Owned,1,Weekday,No,Education,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,36.0,0.0,7.00185,Melbourne - Inner South
252,20802118009,Y23H5420325,Y23H5420325P04,Male,12,1,2,2,5125,Fully Owned,1,Weekday,No,Personal Business,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,36.0,0.0,7.00185,Melbourne - Inner South
253,20802118009,Y23H5420325,Y23H5420325P04,Male,12,1,2,2,5125,Fully Owned,1,Weekday,No,At Home,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,36.0,0.0,7.00185,Melbourne - Inner South
254,20802118009,Y23H5420325,Y23H5420325P04,Male,12,1,2,2,5125,Fully Owned,1,Weekday,No,Social,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,36.0,0.0,7.00185,Melbourne - Inner South
255,20802118009,Y23H5420325,Y23H5420325P04,Male,12,1,2,2,5125,Fully Owned,1,Weekday,No,At Home,2,No Study,No Study,Part-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,36.0,0.0,7.00185,Melbourne - Inner South
256,20802118009,Y23H5420326,Y23H5420326P04,Male,9,3,2,2,7000,Being Purchased,2,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,155.0,0.0,85.10745,Melbourne - Inner South
257,20802118009,Y23H5420326,Y23H5420326P03,Female,11,3,2,2,7000,Being Purchased,2,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,4077.81977122267,Greater Melbourne,Vehicle Driver,Vehicle Driver,Vehicle Driver,Vehicle Driver,55.0,0.0,20.83299,Melbourne - Inner South
258,20601110605,Y23H5420418,Y23H5420418P04,Male,11,6,2,2,7000,Being Purchased,1,Weekday,Yes,Education,2,No Study,No Study,Full-time Work,Casual Work,8292.67591568061,Greater Melbourne,Walking,Walking,Walking,Walking,66.0,0.0,12.26596,Melbourne - Inner
259,20601110605,Y23H5420418,Y23H5420418P03,Male,13,4,2,2,7000,Being Purchased,1,Weekday,Yes,Buy Something,2,No Study,No Study,Full-time Work,Casual Work,8292.67591568061,Greater Melbourne,Walking,Walking,Walking,Walking,61.0,0.0,10.60564,Melbourne - Inner
260,20607114022,Y23H5420425,Y23H5420425P05,Female,12,2,2,3,7075,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,10942.6540814481,Greater Melbourne,Taxi,Walking,Walking,Walking,26.0,0.0,1.63536,Melbourne - Inner
261,20607114022,Y23H5420425,Y23H5420425P04,Male,14,2,2,3,7075,Being Purchased,0,Weekday,No,Education,2,No Study,No Study,Full-time Work,Full-time Work,10942.6540814481,Greater Melbourne,Taxi,Walking,Walking,Walking,24.0,0.0,1.5199,Melbourne - Inner
262,20607114022,Y23H5420425,Y23H5420425P03,Female,16,4,2,3,7075,Being Purchased,0,Weekday,No,Work Related,2,No Study,No Study,Full-time Work,Full-time Work,10942.6540814481,Greater Melbourne,Taxi,Walking,Walking,Walking,39.0,0.0,11.13514,Melbourne - Inner
